Rk,Player,WAR,IP,Year,Age,Tm,Lg,G,GS,CG,SHO,GF,W,L,W-L%,SV,H,R,ER,BB,SO,ERA,FIP,K%,BB%,ERA+,BAbip,HR,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,BA,OBP,SLG,OPS,OPS+,Pit,Str
228,Chuck Smith\smithch07,0.4,88,2001,31,FLA,NL,15,15,0,0,0,5,5,0.5,0,89,47,46,35,71,4.7,4.31,18.4%,9.1%,90,0.305,10,385,336,19,4,4,6,4,4,5,4,3,1,1,0,0.265,0.341,0.435,0.776,108,1458,864
229,Mark Portugal\portuma01,0.4,150.1,1999,36,BOS,AL,31,27,1,0,1,7,12,0.368,0,179,100,92,41,79,5.51,5.4,11.8%,6.2%,91,0.295,28,667,613,28,5,1,4,3,6,10,11,6,1,0,2,0.292,0.337,0.491,0.828,105,,
230,Mike Dyer\dyermi01,0.4,75.2,1996,29,MON,NL,70,1,0,0,20,5,5,0.5,2,79,40,37,34,51,4.4,4.57,15.3%,10.2%,98,0.312,7,334,285,10,0,4,5,6,4,10,16,2,1,0,4,0.277,0.36,0.386,0.746,100,,
231,Sid Roberson\robersi01,0.4,84.1,1995,23,MIL,AL,26,13,0,0,8,6,4,0.6,0,102,55,54,37,40,5.76,6.22,10.6%,9.8%,86,0.309,16,379,332,18,1,3,8,0,2,15,8,2,1,0,3,0.307,0.388,0.512,0.9,128,,
232,Jim Clancy\clancji01,0.4,89.2,1991,35,TOT,NL,54,0,0,0,22,3,5,0.375,8,73,42,39,34,50,3.91,4.07,13.6%,9.2%,94,0.238,8,368,327,17,4,4,1,2,4,6,5,1,2,0,10,0.223,0.295,0.373,0.668,94,,
233,Kevin Morton\mortoke01,0.4,86.1,1991,22,BOS,AL,16,15,1,0,0,6,5,0.545,0,93,49,44,40,45,4.59,4.59,11.9%,10.6%,94,0.299,9,379,328,23,2,2,1,3,7,9,4,2,1,1,1,0.284,0.356,0.448,0.805,117,,
234,Joe Price\pricejo02,0.4,65.1,1990,33,BAL,AL,50,0,0,0,12,3,4,0.429,0,62,29,26,24,54,3.58,3.85,19.8%,8.8%,107,0.293,8,273,245,9,0,2,0,3,1,7,6,4,2,0,1,0.253,0.319,0.388,0.706,99,,
235,Tom McCarthy\mccarto03,0.4,66.2,1989,28,CHW,AL,31,0,0,0,14,1,2,0.333,0,72,32,26,20,27,3.51,4.5,9.5%,7.0%,109,0.284,8,285,257,7,3,0,2,3,3,17,4,2,0,0,5,0.28,0.333,0.424,0.757,115,,
236,Shane Rawley\rawlesh01,0.4,145,1989,33,MIN,AL,27,25,1,0,2,5,12,0.294,0,167,89,84,60,68,5.21,4.77,10.7%,9.4%,80,0.305,19,638,569,28,7,1,0,5,4,17,11,7,5,0,6,0.293,0.359,0.467,0.826,125,,
237,Bryan Oelkers\oelkebr01,0.4,69,1986,25,CLE,AL,35,4,0,0,8,3,3,0.5,1,70,38,36,40,33,4.7,6.26,10.4%,12.6%,89,0.256,13,318,267,7,2,2,6,3,2,8,4,0,0,0,4,0.262,0.368,0.449,0.818,123,,
238,Brent Gaff\gaffbr01,0.4,84.1,1984,25,NYM,NL,47,0,0,0,18,3,2,0.6,1,77,39,34,36,42,3.63,3.7,11.7%,10.1%,99,0.267,4,358,312,8,2,11,1,2,7,11,10,3,1,2,5,0.247,0.32,0.324,0.644,88,,
239,Eric Wilkins\wilkier01,0.4,69.2,1979,22,CLE,AL,16,14,0,0,0,2,4,0.333,0,77,41,34,38,52,4.39,3.79,16.5%,12.0%,98,0.344,4,316,266,4,1,1,4,6,2,6,5,6,2,0,1,0.289,0.384,0.357,0.741,100,,
240,Paul Lindblad\lindbpa01,0.4,58,1978,36,TOT,AL,25,1,0,0,12,1,1,0.5,2,62,25,25,23,34,3.88,4.05,13.4%,9.1%,97,0.306,6,254,221,7,2,7,2,6,2,3,4,2,0,0,3,0.281,0.351,0.412,0.763,113,,
241,Bob Apodaca\apodabo01,0.4,84,1977,27,NYM,NL,59,0,0,0,27,4,8,0.333,5,83,38,32,30,53,3.43,3.67,14.4%,8.2%,109,0.284,7,367,326,12,3,11,1,8,2,5,7,2,0,1,2,0.255,0.318,0.374,0.692,94,,
242,Dick Bosman\bosmadi01,0.4,112,1976,32,OAK,AL,27,15,0,0,2,4,2,0.667,0,118,54,51,19,34,4.1,4.07,7.4%,4.1%,82,0.272,13,459,431,21,5,1,1,6,2,11,10,3,0,0,2,0.274,0.305,0.436,0.741,120,,
243,Dan Osborn\osboroz01,0.4,58,1975,29,CHW,AL,24,0,0,0,7,3,0,1,0,57,29,29,37,38,4.5,3.74,14.7%,14.3%,87,0.311,2,258,215,13,1,1,2,2,2,5,2,4,0,0,1,0.265,0.375,0.363,0.738,108,,
244,Dick Kelley\kelledi01,0.4,59.2,1971,31,SDP,NL,48,1,0,0,24,2,3,0.4,2,52,26,23,23,42,3.47,3.49,16.4%,9.0%,96,0.263,5,256,224,4,7,5,4,3,2,3,3,1,0,0,0,0.232,0.312,0.379,0.692,107,,
245,Jerry Crider\crideje01,0.4,91,1970,28,CHW,AL,32,8,0,0,9,4,7,0.364,4,101,49,45,34,40,4.45,4.8,10.2%,8.6%,86,0.291,13,394,351,23,2,2,2,3,4,8,3,4,1,0,2,0.288,0.35,0.476,0.826,133,,
246,Nick Martinez\martini01,0.3,111.1,2017,26,TEX,AL,23,18,0,0,2,3,8,0.273,0,124,74,70,28,67,5.66,5.8,14.0%,5.9%,85,0.278,26,478,445,23,2,0,2,2,1,8,7,1,1,0,3,0.279,0.324,0.515,0.838,111,1815,1147
247,Christian Friedrich\friedch01,0.3,129.1,2016,28,SDP,NL,24,23,0,0,0,5,12,0.294,0,131,74,69,52,100,4.8,4.16,17.6%,9.2%,83,0.297,13,567,505,26,4,2,2,3,5,7,1,1,0,0,7,0.259,0.328,0.404,0.732,104,2139,1360
248,Chien-Ming Wang\wangch01,0.3,53.1,2016,36,KCR,AL,38,0,0,0,24,6,0,1,0,60,27,25,18,30,4.22,4.61,13.0%,7.8%,102,0.31,6,231,210,12,1,0,2,1,0,5,2,2,0,0,1,0.286,0.348,0.438,0.786,110,835,534
249,Josh Roenicke\roenijo01,0.3,62,2013,30,MIN,AL,63,0,0,0,12,3,1,0.75,1,63,31,30,36,45,4.35,4.64,16.0%,12.8%,94,0.295,6,282,240,15,2,5,1,1,4,2,3,2,0,0,7,0.263,0.356,0.417,0.773,113,1119,676
250,Randy Johnson\johnsra05,0.3,96,2009,45,SFG,NL,22,17,0,0,2,8,6,0.571,0,97,55,52,31,86,4.88,4.91,20.9%,7.5%,87,0.293,19,412,370,22,5,2,2,8,1,8,7,3,2,1,5,0.262,0.322,0.503,0.824,117,1508,977
251,Bobby Keppel\keppebo01,0.3,54,2009,27,MIN,AL,37,0,0,0,8,1,1,0.5,0,63,30,29,21,32,4.83,4.32,13.2%,8.7%,91,0.33,4,242,212,13,3,2,5,1,3,3,2,1,1,0,2,0.297,0.369,0.443,0.813,115,911,542
252,Ken Ray\rayke01,0.3,67.2,2006,31,ATL,NL,69,0,0,0,29,1,1,0.5,5,66,36,34,38,50,4.52,5.08,16.7%,12.7%,99,0.288,9,299,255,12,0,4,0,4,2,6,5,4,0,0,0,0.259,0.353,0.412,0.764,100,1184,697
253,Brian Keyser\keysebr01,0.3,59.2,1996,29,CHW,AL,28,0,0,0,10,1,2,0.333,1,78,35,33,28,19,4.98,4.6,6.9%,10.2%,96,0.342,3,275,238,10,2,8,0,6,3,10,2,1,1,0,2,0.328,0.394,0.424,0.818,110,,
254,Mike Butcher\butchmi01,0.3,51.1,1995,30,CAL,AL,40,0,0,0,13,6,1,0.857,0,49,28,27,31,29,4.73,5.62,12.8%,13.7%,99,0.266,7,227,191,9,2,2,1,1,3,8,1,3,0,0,3,0.257,0.358,0.435,0.793,106,,
255,Bert Blyleven\blylebe01,0.3,133,1992,41,CAL,AL,25,24,1,0,0,8,12,0.4,0,150,76,70,29,70,4.74,4.16,12.3%,5.1%,84,0.3,17,568,526,24,3,2,5,3,5,11,10,4,0,1,3,0.285,0.326,0.439,0.765,113,,
256,Tim Birtsas\birtsti01,0.3,51.1,1990,29,CIN,NL,29,0,0,0,8,1,3,0.25,0,69,24,22,24,41,3.86,4.44,17.2%,10.0%,104,0.376,7,239,212,13,1,6,1,1,1,1,4,5,3,0,4,0.325,0.395,0.495,0.89,147,,
257,Jeff Sellers\selleje01,0.3,85.2,1988,24,BOS,AL,18,12,1,0,2,1,7,0.125,0,89,49,46,56,70,4.83,4.57,17.8%,14.3%,86,0.316,9,393,332,13,1,3,3,2,0,9,7,2,2,7,8,0.268,0.379,0.395,0.773,114,,
258,Luis Aponte\apontlu01,0.3,50.1,1984,31,CLE,AL,25,0,0,0,14,1,0,1,0,53,25,23,15,25,4.11,4.02,11.5%,6.9%,101,0.286,5,218,197,6,0,0,1,4,1,3,1,1,0,1,3,0.269,0.322,0.376,0.698,90,,
259,Tom Underwood\underto01,0.3,71.2,1984,30,BAL,AL,37,1,0,0,10,1,0,1,1,78,33,28,31,39,3.52,4.43,12.3%,9.8%,111,0.302,8,316,276,10,2,5,0,5,3,5,2,4,0,1,4,0.283,0.352,0.42,0.772,114,,
260,John Verhoeven\verhojo01,0.3,52,1981,28,MIN,AL,25,0,0,0,15,0,0,,0,57,27,23,14,16,3.98,3.91,7.2%,6.3%,100,0.291,4,223,198,6,2,4,2,5,4,3,2,4,0,0,2,0.288,0.335,0.399,0.734,104,,
261,Tom Buskey\busketo01,0.3,66.2,1980,33,TOR,AL,33,0,0,0,9,3,1,0.75,0,68,35,33,26,34,4.46,5.05,12.2%,9.3%,98,0.278,11,279,245,10,2,6,0,3,5,10,5,1,0,0,1,0.278,0.341,0.469,0.81,115,,
262,Joel Finch\finchjo01,0.3,57.1,1979,22,BOS,AL,15,7,0,0,5,0,3,0,0,65,31,31,25,25,4.87,4.35,9.9%,9.9%,92,0.306,5,253,225,9,2,3,1,1,1,7,2,3,1,0,2,0.289,0.361,0.413,0.774,104,,
263,Vic Albury\alburvi01,0.3,50.1,1976,29,MIN,AL,23,0,0,0,11,3,1,0.75,0,51,22,20,24,23,3.58,3.27,10.4%,10.9%,101,0.298,0,221,189,16,2,3,2,2,5,2,2,4,2,0,4,0.27,0.35,0.376,0.726,110,,
264,Don DeMola\demoldo01,0.3,97.2,1975,22,MON,NL,60,0,0,0,27,4,7,0.364,1,92,47,45,42,63,4.15,3.77,14.9%,9.9%,93,0.284,8,424,365,10,2,4,4,10,2,12,8,0,0,0,1,0.252,0.334,0.356,0.69,93,,
265,Bob Miller\millebo04,0.3,78,1974,35,NYM,NL,58,0,0,0,30,2,2,0.5,2,89,39,31,39,35,3.58,3.55,9.9%,11.1%,101,0.327,2,353,300,12,2,13,1,10,3,4,6,3,0,0,2,0.297,0.376,0.37,0.746,114,,
266,Austin Gomber\gombeau01,0.2,75,2018,24,STL,NL,29,11,0,0,1,6,2,0.75,0,81,40,37,32,67,4.44,4.03,20.1%,9.6%,88,0.336,7,334,292,18,3,4,4,4,2,8,1,2,0,1,3,0.277,0.355,0.432,0.786,120,1226,774
267,Arquimedes Caminero\caminar01,0.2,60.2,2016,29,TOT,ML,57,0,0,0,11,2,3,0.4,1,67,31,24,33,50,3.56,4.88,17.9%,11.8%,117,0.328,7,280,239,14,3,1,5,2,1,6,4,2,0,0,2,0.28,0.378,0.452,0.83,127,1102,669
268,Paul Clemens\clemepa02,0.2,71.1,2016,28,TOT,NL,18,14,0,0,2,4,5,0.444,0,72,39,32,31,53,4.04,5.68,16.9%,9.9%,99,0.275,14,314,275,15,1,0,4,1,3,8,5,1,0,1,4,0.262,0.342,0.476,0.818,127,1196,733
269,Ross Ohlendorf\ohlenro01,0.2,65.2,2016,33,CIN,NL,64,0,0,0,34,5,7,0.417,2,59,35,34,32,68,4.66,5.58,23.5%,11.0%,92,0.269,14,290,249,12,0,1,6,3,0,4,5,2,0,0,4,0.237,0.338,0.454,0.792,113,1138,688
270,Pedro Villarreal\villape01,0.2,50,2015,27,CIN,NL,29,0,0,0,10,1,3,0.25,0,57,24,19,12,29,3.42,4.43,13.6%,5.6%,116,0.315,6,214,194,8,1,2,3,2,3,4,2,2,0,1,0,0.294,0.34,0.438,0.778,117,789,525
271,Daisuke Matsuzaka\matsuda01,0.2,83.1,2014,33,NYM,NL,34,9,0,0,5,3,3,0.5,1,62,38,36,50,78,3.89,4.21,21.7%,13.9%,89,0.26,6,359,297,19,4,5,6,4,2,7,12,2,2,0,6,0.209,0.332,0.36,0.693,105,1446,869
272,Brian Moehler\moehlbr01,0.2,56.2,2010,38,HOU,NL,20,8,0,0,5,1,4,0.2,0,66,32,31,26,28,4.92,4.67,11.2%,10.4%,81,0.323,5,249,221,11,1,1,1,0,1,11,2,2,0,1,0,0.299,0.373,0.425,0.799,125,956,562
273,Mark Wohlers\wohlema01,0.2,71.1,2002,32,CLE,AL,64,0,0,0,28,3,4,0.429,7,71,41,38,26,46,4.79,3.99,15.1%,8.6%,92,0.293,6,304,272,13,0,3,3,1,2,6,15,2,0,0,7,0.261,0.33,0.375,0.705,90,1063,660
274,Bill Wegman\wegmabi01,0.2,70.2,1995,32,MIL,AL,37,4,0,0,17,5,7,0.417,2,89,45,42,21,50,5.35,5.28,15.9%,6.7%,93,0.336,14,314,285,13,2,2,3,3,2,7,4,1,0,0,1,0.312,0.363,0.519,0.883,122,,
275,Jack Morris\morrija02,0.2,141.1,1994,39,CLE,AL,23,23,1,0,0,10,6,0.625,0,163,96,88,67,100,5.6,4.51,15.7%,10.5%,83,0.332,14,636,559,35,4,2,4,2,4,13,15,9,0,0,13,0.292,0.369,0.444,0.813,111,,
276,Greg Brummett\brummgr01,0.2,72.2,1993,26,TOT,ML,13,13,0,0,0,4,4,0.5,0,82,42,41,28,30,5.08,5.47,9.7%,9.0%,81,0.293,12,311,276,9,2,2,0,1,5,11,12,1,1,2,2,0.297,0.356,0.475,0.831,127,,
277,Jeff Innis\innisje01,0.2,76.2,1993,30,NYM,NL,67,0,0,0,30,2,3,0.4,3,81,39,35,38,36,4.11,4.62,10.4%,11.0%,98,0.303,5,345,291,16,1,12,6,9,1,9,9,3,0,1,3,0.278,0.372,0.392,0.764,111,,
278,Rafael Novoa\novoara01,0.2,56,1993,25,MIL,AL,15,7,2,0,0,0,3,0,0,58,32,28,22,17,4.5,5.4,6.8%,8.8%,95,0.262,7,249,217,14,0,2,4,4,2,3,3,1,0,0,1,0.267,0.343,0.429,0.771,106,,
279,Matt Young\youngma01,0.2,74.1,1993,34,CLE,AL,22,8,0,0,2,1,6,0.143,0,75,45,43,57,65,5.21,5.06,18.7%,16.4%,84,0.319,8,347,282,11,0,0,3,4,1,8,9,7,0,1,5,0.266,0.394,0.39,0.784,111,,
280,Paul Mirabella\mirabpa01,0.2,59,1990,36,MIL,AL,44,2,0,0,10,4,2,0.667,0,66,32,26,27,28,3.97,5.32,10.5%,10.1%,98,0.285,9,267,235,8,2,2,2,1,2,6,2,0,0,0,1,0.281,0.357,0.447,0.804,125,,
281,Frank Williams\willifr01,0.2,71.2,1989,31,DET,AL,42,0,0,0,16,3,3,0.5,1,70,37,29,46,33,3.64,4.8,10.0%,13.9%,106,0.269,5,330,276,9,1,10,3,1,4,6,7,3,0,0,2,0.254,0.362,0.348,0.71,103,,
282,Chris Welsh\welshch01,0.2,139.1,1986,31,CIN,NL,24,24,1,0,0,6,9,0.4,0,163,79,74,40,40,4.78,3.96,6.7%,6.7%,81,0.31,9,598,541,30,3,4,3,10,4,24,15,7,1,0,5,0.301,0.35,0.418,0.768,113,,
283,Bob Lacey\laceybo01,0.2,51,1984,30,SFG,NL,34,1,0,0,14,1,3,0.25,0,55,26,22,13,26,3.88,3.79,12.0%,6.0%,91,0.294,5,216,199,8,3,4,0,2,2,5,6,3,0,3,3,0.276,0.318,0.422,0.74,116,,
284,Byron McLaughlin\mclauby01,0.2,55.2,1983,27,CAL,AL,16,7,0,0,2,2,4,0.333,0,63,32,32,22,45,5.17,3.13,18.0%,8.8%,79,0.341,3,250,220,13,1,3,2,2,4,1,5,4,0,0,0,0.286,0.351,0.395,0.746,106,,
285,Randy Moffitt\moffira01,0.2,57.1,1983,34,TOR,AL,45,0,0,0,33,6,2,0.75,10,52,27,24,24,38,3.77,3.87,15.4%,9.7%,115,0.27,5,247,214,12,1,6,1,5,3,4,0,2,0,0,0,0.243,0.318,0.379,0.697,85,,
286,Mike Parrott\parromi01,0.2,85,1981,26,SEA,AL,24,12,0,0,6,3,6,0.333,1,102,51,48,28,43,5.08,3.07,11.4%,7.4%,77,0.331,3,378,341,23,4,1,1,4,4,6,11,2,0,1,1,0.299,0.35,0.416,0.767,116,,
287,Dave Campbell\campbda02,0.2,69.1,1978,26,ATL,NL,53,0,0,0,35,4,4,0.5,1,67,39,37,49,45,4.8,5.5,14.0%,15.2%,85,0.275,10,322,260,11,3,12,5,6,2,2,5,2,0,2,2,0.258,0.383,0.438,0.821,124,,
288,Chip Lang\langch01,0.2,62.1,1976,23,MON,NL,29,2,0,0,9,1,3,0.25,0,56,32,29,34,30,4.19,4.08,10.9%,12.4%,89,0.266,3,275,231,10,2,2,3,6,1,5,6,3,0,3,8,0.242,0.346,0.342,0.688,96,,
289,Joe Horlen\horlejo01,0.2,84,1972,34,OAK,AL,32,6,0,0,6,3,4,0.429,1,74,33,28,20,58,3,2.34,17.1%,5.9%,96,0.282,3,339,313,15,1,4,4,2,0,5,6,8,1,0,4,0.236,0.291,0.319,0.61,92,,
290,Tom Phoebus\phoebto01,0.2,89,1972,30,TOT,NL,38,2,0,0,10,3,4,0.429,6,79,45,40,51,67,4.04,4.29,17.3%,13.1%,93,0.268,11,388,328,10,1,4,2,3,4,11,5,5,0,1,6,0.241,0.343,0.378,0.721,104,,
291,Denny Riddleberger\riddlde01,0.2,54,1972,26,CLE,AL,38,0,0,0,10,1,3,0.25,0,45,23,15,22,34,2.5,3.68,15.5%,10.0%,130,0.261,5,220,190,6,1,3,2,4,2,6,0,2,1,0,2,0.237,0.319,0.358,0.677,103,,
292,Rich Nye\nyeri01,0.2,54.1,1970,25,TOT,NL,14,6,2,0,2,3,2,0.6,0,60,28,25,26,26,4.14,4.31,10.6%,10.6%,100,0.293,5,246,216,9,2,4,0,1,3,5,1,0,0,0,0,0.278,0.351,0.407,0.758,111,,
293,Chad Kuhl\kuhlch01,0.1,85,2018,25,PIT,NL,16,16,0,0,0,5,5,0.5,0,89,47,43,33,81,4.55,4.7,21.7%,8.9%,86,0.319,14,373,324,13,3,1,4,6,6,5,4,6,0,0,7,0.275,0.343,0.463,0.806,125,1435,869
294,Bud Norris\norribu01,0.1,57.2,2018,33,STL,NL,64,0,0,0,42,3,6,0.333,28,51,27,23,21,67,3.59,3.99,27.4%,8.6%,109,0.303,8,245,215,4,1,3,5,2,2,5,1,0,0,0,9,0.237,0.317,0.377,0.694,95,973,633
295,Jorge De La Rosa\rosajo01,0.1,56,2018,37,TOT,NL,59,0,0,0,14,0,2,0,1,51,25,21,27,47,3.38,4.37,19.3%,11.1%,125,0.283,6,243,210,9,1,4,1,3,2,9,4,0,0,2,2,0.243,0.329,0.381,0.71,93,996,636
296,Jon Niese\niesejo01,0.1,121,2016,29,TOT,NL,29,20,0,0,3,8,7,0.533,0,145,77,74,47,88,5.5,5.62,16.1%,8.6%,75,0.317,25,546,489,22,7,3,3,5,2,13,2,2,1,0,11,0.297,0.36,0.524,0.884,139,2011,1282
297,Brandon Gomes\gomesbr01,0.1,59,2015,30,TBR,AL,63,0,0,0,13,2,6,0.25,1,55,28,28,15,44,4.27,4.76,18.0%,6.1%,92,0.265,10,245,222,12,0,2,3,3,2,3,3,1,2,1,4,0.248,0.302,0.437,0.739,103,946,615
298,Jared Burton\burtoja01,0.1,64,2014,33,MIN,AL,68,0,0,0,21,3,5,0.375,3,58,34,31,25,46,4.36,4.23,16.9%,9.2%,90,0.271,6,272,241,12,0,3,3,0,3,6,10,0,1,0,1,0.241,0.316,0.365,0.681,92,1013,657
299,Travis Blackley\blacktr01,0.1,50.1,2013,30,TOT,AL,46,3,0,0,5,2,2,0.5,0,46,27,27,22,40,4.83,5.93,19.0%,10.4%,85,0.252,12,211,185,6,0,4,1,1,2,6,1,3,2,0,7,0.249,0.329,0.476,0.804,120,829,509
300,Jon Garland\garlajo01,0.1,68,2013,33,COL,NL,12,12,0,0,0,4,6,0.4,0,85,45,44,23,32,5.82,4.93,10.6%,7.6%,77,0.329,9,303,270,24,2,3,2,6,2,5,2,2,1,0,4,0.315,0.37,0.519,0.889,132,1090,673
301,Jamie Moyer\moyerja01,0.1,53.2,2012,49,COL,NL,10,10,0,0,0,2,5,0.286,0,75,40,34,18,36,5.7,5.54,14.2%,7.1%,82,0.35,11,254,229,17,0,2,2,4,1,9,7,2,1,0,0,0.328,0.38,0.546,0.926,138,919,565
302,Johan Santana\santajo02,0.1,117,2012,33,NYM,NL,21,21,2,2,0,6,9,0.4,0,117,65,63,39,111,4.85,4.09,22.2%,7.8%,79,0.305,17,499,453,27,1,1,0,4,3,8,7,3,2,0,1,0.258,0.315,0.435,0.75,111,1940,1224
303,Tim Redding\redditi01,0.1,120,2009,31,NYM,NL,30,17,0,0,2,3,6,0.333,0,122,72,68,50,76,5.1,5.08,14.5%,9.5%,80,0.277,18,525,464,33,2,5,2,3,6,12,3,1,0,0,4,0.263,0.333,0.459,0.792,115,1985,1196
304,Kason Gabbard\gabbaka01,0.1,56,2008,26,TEX,AL,12,12,0,0,0,2,3,0.4,0,64,36,30,39,33,4.82,5.26,12.6%,14.8%,93,0.322,5,263,219,11,0,4,1,2,2,12,2,0,0,0,4,0.292,0.398,0.411,0.809,115,1018,571
305,Darrell Rasner\rasneda01,0.1,113.1,2008,27,NYY,AL,24,20,0,0,1,5,10,0.333,0,135,74,68,39,67,5.4,4.72,13.1%,7.6%,82,0.317,14,513,460,22,5,1,5,5,3,11,3,3,0,0,4,0.293,0.353,0.454,0.807,110,1960,1244
306,Mike Myers\myersmi01,0.1,54.1,2007,38,TOT,AL,72,0,0,0,14,4,0,1,0,59,33,29,23,27,4.8,5.12,11.0%,9.4%,96,0.288,6,245,213,13,0,2,3,2,4,7,6,2,1,1,0,0.277,0.35,0.423,0.772,101,909,559
307,Bob Wickman\wickmbo01,0.1,50.1,2007,38,TOT,NL,57,0,0,0,40,3,4,0.429,20,54,24,20,21,37,3.58,4.23,16.0%,9.1%,125,0.303,4,232,205,11,3,4,3,2,1,2,8,0,0,1,3,0.263,0.339,0.405,0.744,97,871,543
308,Brian Meadows\meadobr01,0.1,69.2,2006,30,TBD,AL,53,0,0,0,27,3,6,0.333,8,90,43,40,15,35,5.17,5.4,11.3%,4.8%,89,0.31,14,311,288,17,2,4,0,1,6,6,5,1,0,0,2,0.313,0.34,0.531,0.871,122,1105,708
309,Ricardo Rodriguez\rodriri03,0.1,57,2005,27,TEX,AL,12,10,0,0,0,2,3,0.4,0,67,39,35,17,24,5.53,5.63,9.5%,6.7%,83,0.283,11,254,232,13,1,0,1,3,1,4,0,0,0,0,2,0.289,0.339,0.496,0.834,113,900,559
310,Ismael Valdez\valdeis01,0.1,50.2,2005,31,FLA,NL,14,7,0,0,1,2,2,0.5,0,64,32,30,22,27,5.33,5.09,11.4%,9.3%,75,0.335,6,237,204,17,3,6,5,4,2,5,5,1,0,2,1,0.314,0.391,0.515,0.905,147,827,512
311,Darren Dreifort\dreifda01,0.1,50.2,2004,32,LAD,NL,60,0,0,0,9,1,4,0.2,1,43,25,25,36,63,4.44,3.98,27.8%,15.9%,93,0.319,5,227,185,7,1,2,0,4,2,2,6,2,0,0,5,0.232,0.354,0.362,0.716,94,928,546
312,Nick Neugebauer\neugeni01,0.1,55.1,2002,21,MIL,NL,12,12,0,0,0,1,7,0.125,0,56,33,29,44,47,4.72,6,18.1%,16.9%,87,0.295,10,260,212,9,3,3,0,3,1,5,11,3,0,2,5,0.264,0.389,0.476,0.866,134,1081,609
313,Randy Myers\myersra01,0.1,56.2,1998,35,TOT,ML,62,0,0,0,42,4,7,0.364,28,59,31,31,26,41,4.92,4.55,16.1%,10.2%,91,0.303,6,254,221,14,0,5,2,4,1,4,3,2,0,0,4,0.267,0.348,0.412,0.76,100,,
314,Dave Stieb\stiebda01,0.1,50.1,1998,40,TOR,AL,19,3,0,0,7,1,2,0.333,2,58,31,27,17,27,4.83,4.93,11.8%,7.5%,96,0.301,6,228,204,10,0,1,5,0,2,2,5,3,0,0,0,0.284,0.351,0.422,0.772,102,,
315,Melido Perez\perezme01,0.1,69.1,1995,29,NYY,AL,13,12,1,0,1,5,5,0.5,0,70,46,43,31,44,5.58,5.09,14.5%,10.2%,83,0.276,10,304,268,19,1,2,1,1,3,3,1,3,1,0,4,0.261,0.337,0.451,0.788,104,,
316,Cliff Young\youngcl01,0.1,60.1,1993,28,CLE,AL,21,7,0,0,3,3,3,0.5,1,74,35,31,18,31,4.62,4.94,11.4%,6.6%,94,0.311,9,271,248,12,0,1,3,1,1,5,4,4,0,0,0,0.298,0.352,0.456,0.807,116,,
317,Rick Mahler\mahleri01,0.1,66,1991,37,TOT,NL,23,8,0,0,2,2,4,0.333,0,70,37,33,28,27,4.5,4.19,9.3%,9.6%,85,0.293,4,291,255,15,2,1,2,5,1,5,9,6,0,0,1,0.275,0.35,0.396,0.746,113,,
318,John Mitchell\mitchjo02,0.1,114.1,1990,24,BAL,AL,24,17,0,0,2,6,6,0.5,0,133,63,59,48,43,4.64,4.19,8.5%,9.4%,82,0.313,7,509,444,34,0,3,3,6,8,15,1,2,2,0,3,0.3,0.366,0.423,0.789,123,,
319,Mark Thurmond\thurmma01,0.1,56.2,1990,33,SFG,NL,43,0,0,0,16,2,3,0.4,4,53,26,21,18,24,3.34,4.29,10.1%,7.6%,110,0.258,6,238,206,9,3,3,0,8,6,5,7,2,0,0,1,0.257,0.309,0.417,0.726,105,,
320,Bryan Clutterbuck\cluttbr01,0.1,67.1,1989,29,MIL,AL,14,11,1,0,1,2,5,0.286,0,73,39,31,16,29,4.14,4.74,10.0%,5.5%,94,0.264,11,291,271,13,0,1,0,0,4,4,3,3,0,0,0,0.269,0.306,0.439,0.745,109,,
321,Stew Cliburn\clibust02,0.1,84,1988,31,CAL,AL,40,1,0,0,13,4,2,0.667,0,83,45,38,32,42,4.07,4.83,11.6%,8.9%,95,0.274,11,361,312,9,0,6,6,7,4,13,7,3,0,4,1,0.266,0.342,0.401,0.742,109,,
322,Don Gordon\gordodo01,0.1,59.1,1988,28,CLE,AL,38,0,0,0,15,3,4,0.429,1,65,33,29,19,20,4.4,4.3,7.7%,7.3%,94,0.288,5,261,229,13,3,3,3,6,4,6,3,2,0,4,2,0.284,0.341,0.432,0.773,112,,
323,Gary Lucas\lucasga01,0.1,74.1,1987,32,CAL,AL,48,0,0,0,21,1,5,0.167,3,66,41,30,35,44,3.63,4.4,13.8%,10.9%,120,0.262,7,320,274,11,1,5,2,7,2,11,4,0,0,1,3,0.241,0.329,0.365,0.694,85,,
324,Curt Kaufman\kaufmcu01,0.1,69,1984,26,CAL,AL,29,1,0,0,11,2,3,0.4,1,68,37,35,20,41,4.57,4.9,14.0%,6.9%,88,0.253,13,292,268,11,1,4,0,1,3,2,5,1,0,1,1,0.254,0.302,0.448,0.75,106,,
325,Jesse Jefferson\jeffeje01,0.1,77,1981,32,CAL,AL,26,5,0,0,5,2,4,0.333,0,80,39,31,24,27,3.62,3.59,8.1%,7.2%,101,0.279,4,333,297,13,1,4,2,4,6,8,4,2,2,3,4,0.269,0.322,0.36,0.682,97,,
